section,section_id,section_sis_id,submitted,attempt,410964: General,0,410772: Lab significantly reinforces the material taught in the lectures.,1.0,"410776: Through lab, I learned how to apply knowledge from this course to real-world problems.
 ",1.0,410798: Lab introduced new content that was not presented in the lectures.,1.0,410938: Did labs challenge you to an appropriate level?,1.0,410939: I looked forward to attending lab each week.,1.0,410933: Select your three favorite labs:,1.0,410935: Why were those three labs your favorite?,1.0,410936: What could have been done better in your favorite three labs?,1.0,410934: Select your three least favorite labs:,1.0,410937: Why were those three labs your least favorite? What could have been done better?,1.0,410961: Software,0,"410803: Prior to this class, I had no experience with programming.",1.0,"410802: Prior to this class, I had no experience with Jupyter Notebooks.",1.0,410834: The Jupyter Notebook labs were appropriate for my programming background.,1.0,410801: The software required for lab was reasonable and requirements were well communicated.,1.0,"410884: On a scale of 1 to 5, how challenging was installing the software required for labs?",1.0,"410885: On a scale of 1 to 5, how clear were the instructions for software installation?",1.0,"410831: Web-based labs (Traveling Salesman Problem, Shortest Path, and Minimum Spanning Tree) were self-explanatory.",1.0,410832: Jupyter Notebook labs were self-explanatory.,1.0,410833: Which style of lab did you prefer?,1.0,"410836: I could implement an idea (LP, algorithm, etc.) in a Jupyter Notebook independently.",1.0,410949: How did you feel about the use of Jupyter Notebooks in lab? What did you like/dislike? What could have been done better?,1.0,"410968: GILP (Python Package)
In both the simplex and branch  bound lab, we use a python package called gilp. This python package generated the linear programming visualizations in these labs (recall the isoprofit slider and rotating 3d LP feasible regions). The remaining questions ask about the python package itself as well as the labs that used it.",0,"410969: The python package, gilp, improved my understanding of the simplex algorithm.",1.0,"410970: The python package, gilp, improved my understanding of the branch and bound algorithm.",1.0,410973: Understanding the geometrical interpretation of a linear program helped me better reason about linear programs in general.,1.0,410974: Understanding the geometrical interpretation of the simplex and branch  bound algorithms helped me understand the mechanics of these algorithms.,1.0,"410977: Prior to seeing visualizations produced by gilp, I had a strong understanding of the geometrical interpretation of linear programs, simplex, and branch  bound.",1.0,"410975: The python package, gilp, taught me the geometrical interpretation of LPs, simplex, and branch  bound.",1.0,"411468: Was there any misconception you had about linear programs, simplex, or branch  bound that your interaction with gilp visualizations corrected? If yes, please briefly describe the misconception that was addressed.",1.0,410988: What did you particularly enjoy about the gilp components of the lab?,1.0,410989: What did you particularly dislike about the gilp components of the lab?,1.0,410990: How could gilp be improved to better accommodate students?,1.0,n correct,n incorrect,score
"LEC002-PT, DIS202-PT","31405, 26359","358586_2020FA_1_2_1_19896, 7124_2020FA_1_9478",2020-12-11 22:58:42 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Just Right,0.0,5 - Strongly Agree,0.0,"Maximum Flow,Baseball Elimination,Simplex",0.0,I liked seeing all the applications of the algorithms!,0.0,I would have liked to write more of the code myself.,0.0,"Traveling Salesman Problem,Shortest Path,Branch & Bound + Knapsack",0.0,"I think, out of necessity, the first few labs were ""lighter"" in terms of content. I also don't think I understood Branch and Bound very well until I read the handout.",0.0,"",0,2 - Disagree,0.0,2 - Disagree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,I liked them a lot! They helped us understand how the algorithms might be implemented in a real-world setting. I think that students with no programming experience could have used a little more guidance though.,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,N/A,0.0,I really liked how easily we could manipulate the visualizations.,0.0,N/A,0.0,I had no issues with gilp!,0.0,12,22,1.0
"LEC003-OL, DIS205-OL","31406, 32299","358586_2020FA_1_3_1_19897, 358586_2020FA_1_3_1_21007",2020-12-11 22:50:53 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,2,0.0,2 - Disagree,0.0,"Traveling Salesman Problem,Minimum Spanning Tree,Diet Problem",0.0,"The diet problem was really cool because it was the most applicable to my life, and I was also pleased with how far I've come with my growth in the course, exhibited through this lab. The other two were fun because they weren't too challenging and I could finish them in a reasonable amount of time.",0.0,"I don't really have any opinion on this, they were the labs that did everything right in my eyes. ",0.0,"Baseball Elimination,Seat Packing,Branch & Bound + Knapsack",0.0,These were really hard to understand. The labs were super long and the explanation was insufficient to motivate proper understanding. I didn't take much away from these labs.,0.0,"",0,1 - Strongly Disagree,1.0,2 - Disagree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3,0.0,5 - Clear,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,"I like the fact that we got exposure to Jupyter notebooks. I've heard that they're used a lot especially in data science contexts, so this might be a useful experience as I grow into whatever field I end up choosing to pursue.",0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,5 - Strongly Agree,0.0,"The GILP visualizations made me realize that these are very geometric concepts, especially with the cutting plane. I was under the impression it was just a magical algebra box.",0.0,"They were very intuitive, and the methods were self-explanatory.",0.0,"They wouldn't render inside my Jupyter notebook, so I had to open up a terminal and re-run all the code any time I wanted to see the visualization. And sometimes, it didn't even work.",0.0,The version issue could be rectified; it looks like the default installed version is incorrect for the class.,0.0,12,22,1.0
"DIS201-PT, LEC002-PT","26355, 31405","7123_2020FA_1_9477, 358586_2020FA_1_2_1_19896",2020-12-11 22:49:52 UTC,1,"",0,4 - Agree,0.0,3 - Neutral,0.0,2 - Disagree,0.0,4,0.0,3 - Neutral,0.0,"Transportation,First Year Writing Seminars,Diet Problem",0.0,These were the 3 that were the best at making a real world example and reinforcing info from lecture.,0.0,"Sometimes putting code into python is more annoying than helpful, because we were never truly taught how to use python.",0.0,"Simplex,Seat Packing,Branch & Bound + Knapsack",0.0,"These labs all used gilp, which never really worked for me.",0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,3 - Neutral,0.0,3,0.0,2,0.0,4 - Agree,0.0,2 - Disagree,0.0,Web-based,1.0,1 - Strongly Disagree,1.0,"Since there was no specific instruction for uaing python, a lot of the time I had to just ask the TA for what to do and not learn.",0.0,"",0,1 - Strongly Disagree,1.0,1 - Strongly Disagree,1.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,2 - Disagree,0.0,"As I addressed before, gilp never worked well for me.",0.0,Nothing ,0.0,Most things.,0.0,Make it work please.,0.0,15,19,1.0
"LEC001-PT, DIS204-PT","26350, 31525","358586_2020FA_1_1_1_9476, 7126_2020FA_1_20000",2020-12-11 22:42:19 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4,0.0,1 - Strongly Disagree,1.0,"Traveling Salesman Problem,Maximum Flow,Diet Problem",0.0,"tsp was just fun to watch.

Diet problem was interessting and showed how I can use OR to live better.

Maximum flow had many nice graphics

 ",0.0,"I would appreciate the opprotunity to code on my own. I know that the point is to learn the concept, but knowing how to use these tools is what truly gives power. Since most important problems are large in size. Learning them in a group setting will facilitate many things.",0.0,"Baseball Elimination,Seat Packing,Branch & Bound + Knapsack",0.0,"FWS was not very interesting Baseball was a repeat.branch and bound didn'tt work at all

 ",0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2,0.0,4,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,I think more time could've been dedicated to them. They are a great powerful tool and definetly would have helped if we understood them better. Could've been helpful to teach us that kernel needs to be restarted after installing a module,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,"I thought LP's were solved the same way everytime, but turnsout there are different ways to go around the edges of a body, gilp made that clear.",0.0,zooming in and out of the  3d shape was fun,0.0,Didn't work in branch and bound,0.0,better instructions and better code documentation,0.0,13,21,1.0
"DIS203-PT, LEC002-PT","26345, 31405","7125_2020FA_1_10521, 358586_2020FA_1_2_1_19896",2020-12-11 22:25:25 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,2,0.0,3 - Neutral,0.0,"Minimum Spanning Tree,Simplex,LP Formulation",0.0,"For some reason, those labs just came very naturally to me. Perhaps it was the way it was written? I'm not too sure. Those labs were very applicable and those labs simply just logically flowed well. ",0.0,"I think they were excellent! On the whole, the labs tend to be on the longer side, so maybe if they were shorter it would be better. ",0.0,"Maximum Flow,Baseball Elimination,Transportation",0.0,"I think these labs were simply too long. I remember slugging through them, and it honestly was a bit stressful to try to finish. I think if they were just shorter, it would be a lot more enjoyable. ",0.0,"",0,3 - Neutral,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4,0.0,3,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,Web-based,1.0,4 - Agree,0.0,"I think the Jupyter notebooks were great! The only issue I saw was that oftentimes error would occur, and, as someone with little Pyton experience, it made it awfully difficult to navigate. Some of the errors/packages are not necessarily self-explanatory, so I think next time the amount of coding the students have to do should be minimized. ",0.0,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,"I cannot think of a misconception off the top of my head, but the gilp visualizations definitely helped! The only issue was that it took a while for me to install the gilp package. The instructions were relatively unclear, and I remember some of the TA's being stumped as well. I only managed to install it after a student answer on Piazza showed me a different way. ",0.0,I think the gilp components are a wonderful visualization. I really had a lot of fun playing with it! ,0.0,"Besides the unclear instructions to install gilp, I don't think I dislike anything! As a visual learner, the gilp components were some of my most favorite portions of the lab. ",0.0,"Again, the only comment I have on gilp is to clear up the instructions for downloading it. Right now, they are relatively unclear and it was a pain to install it, but I'm sure that, if the instructions are more clear, then every student would thoroughly enjoy playing with the visualizations. ",0.0,12,22,1.0
"DIS206-OL, LEC003-OL","32723, 31406","358586_2020FA_1_3_1_21535, 358586_2020FA_1_3_1_19897",2020-12-11 22:12:42 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Transportation,First Year Writing Seminars,Diet Problem",0.0,"They were short and fun, pretty straight forward.",0.0,Not much. They were pretty good.,0.0,"Traveling Salesman Problem,LP Formulation,Seat Packing",0.0,"The seat packing one was pretty boring. I was really confused on the LP Formulation lab. And the TSP lab was good, but didn't explain how the last heuristic works.",0.0,"",0,1 - Strongly Disagree,1.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2,0.0,2,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,"It was good, I liked it. Being able to solve real problems was good.",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,1 - Strongly Disagree,1.0,4 - Agree,0.0,No misconceptions.,0.0,"The gilp components helped me visualize branch and bound, specifically.",0.0,Nothing really.,0.0,"I'm not sure. It was a bit slow on my computer, that's all I can say.",0.0,13,21,1.0
"DIS206-OL, LEC003-OL","32723, 31406","358586_2020FA_1_3_1_21535, 358586_2020FA_1_3_1_19897",2020-12-11 22:12:05 UTC,1,"",0,3 - Neutral,0.0,4 - Agree,0.0,2 - Disagree,0.0,3 - Just Right,0.0,2 - Disagree,0.0,Baseball Elimination,0.0,"",0.0,"",0.0,Transportation,0.0,"",0.0,"",0,1 - Strongly Disagree,1.0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,2,0.0,4,0.0,3 - Neutral,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,"",0.0,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,"",0.0,"",0.0,"",0.0,"",0.0,13,21,1.0
"DIS202-PT, LEC001-PT","26359, 26350","7124_2020FA_1_9478, 358586_2020FA_1_1_1_9476",2020-12-11 21:45:37 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,4 - Agree,0.0,"First Year Writing Seminars,Simplex,Diet Problem",0.0,They seemed to have the most real world applications. Also the simplex one really taught me how to apply the simplex method.,0.0,Not sure. I feel like overall most of the labs were very applicable to real life and were fun to do. They were never too hard and I did not feel like they were a waste of time. Good job!,0.0,"Traveling Salesman Problem,Transportation,Branch & Bound + Knapsack",0.0,"I felt they were very long and somewhat confusing. The TSP one I did not understand all the heuristics yet and they were not all ones we needed to know, or were used in class.",0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,I liked them. I like how they led me and they flowed very well.,0.0,"",0,5 - Strongly Agree,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,No.,0.0,I liked the visuals,0.0,Nothing.,0.0,I think it was pretty good.,0.0,13,21,1.0
"LEC002-PT, DIS202-PT","31405, 26359","358586_2020FA_1_2_1_19896, 7124_2020FA_1_9478",2020-12-11 21:33:49 UTC,1,"",0,3 - Neutral,0.0,4 - Agree,0.0,3 - Neutral,0.0,2,0.0,2 - Disagree,0.0,"Baseball Elimination,Transportation,First Year Writing Seminars",0.0,Those labs helped me with understanding the weekly homework assignment for that unit,0.0,Maybe encouraged collaboration between students more,0.0,"Seat Packing,Branch & Bound + Knapsack,Diet Problem",0.0,"I didn't really understand those, and I had trouble installing ortools. I'm not too familiar with how python works (I've only formally learned Java) and it was really confusing to figure out how to add to the code to compelte the problems",0.0,"",0,2 - Disagree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,5 - Hard,0.0,2,0.0,3 - Neutral,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,1 - Strongly Disagree,1.0,it was ok,0.0,"",0,2 - Disagree,0.0,"",0.0,2 - Disagree,0.0,2 - Disagree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,i had trouble installing gilp so the TA told me to use the older version because one of the labs had an older version available but after that I wasn't sure,0.0,not sure,0.0,importing gilp,0.0,"import gilp instructions

 ",0.0,12,22,1.0
"LEC001-PT, DIS202-PT","26350, 26359","358586_2020FA_1_1_1_9476, 7124_2020FA_1_9478",2020-12-11 21:30:19 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2,0.0,3 - Neutral,0.0,Simplex,0.0,I just found linear programming to be interesting/fun in general.,0.0,"I don't know, I had no real issues with them at all. Maybe some of them could have been shorter.",0.0,"Traveling Salesman Problem,Transportation,First Year Writing Seminars",0.0,"I didn't dislike the lab format, honestly these are just my least favorite topics (which still aren't bad).",0.0,"",0,1 - Strongly Disagree,1.0,4 - Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,I liked the inclusion. Honestly I don't have any complaints about it.,0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,n/a,0.0,Helped with visualizations/intuitive understanding.,0.0,n/a,0.0,n/a,0.0,13,21,1.0
"LEC002-PT, DIS201-PT","31405, 26355","358586_2020FA_1_2_1_19896, 7123_2020FA_1_9477",2020-12-11 21:03:12 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,2,0.0,3 - Neutral,0.0,"Baseball Elimination,First Year Writing Seminars,Seat Packing",0.0,"They were the most engaging because they had the most real world applications, so I actually understood why this material was useful.",0.0,"Sometimes they were very tedious and long, so it can feel like busy-work.",0.0,"Minimum Spanning Tree,Transportation,Branch & Bound + Knapsack",0.0,"Again, it was mainly because these were quite tedious labs.",0.0,"",0,1 - Strongly Disagree,1.0,2 - Disagree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2,0.0,4,0.0,4 - Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,I really enjoyed Jupyter notes books because you could type answers and run code together. It was the perfect way to teach these concepts. Maybe there could've been a coding tutorial for those who weren't familiar.,0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,N/A,0.0,"The fact that I could see the algebra I was writing come to life as a real image, and I could visualize my solution to make sure that I was right. This gave me a lot of peace of mind.",0.0,Nothing much.,0.0,Easier to install/update.,0.0,12,22,1.0
"DIS205-OL, LEC003-OL","32299, 31406","358586_2020FA_1_3_1_21007, 358586_2020FA_1_3_1_19897",2020-12-11 20:52:18 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Minimum Spanning Tree,Simplex,LP Formulation",0.0,They made the most sense,0.0,Nothing,0.0,"First Year Writing Seminars,Seat Packing,Diet Problem",0.0,They were kind of confusing. They could have been explained more or have more hints,0.0,"",0,3 - Neutral,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Jupyter Notebook,0.0,2 - Disagree,0.0,"I liked them and how simple they were, but sometimes the instructions are confusing.",0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,2 - Disagree,0.0,4 - Agree,0.0,no,0.0,The visual features made it easier to understand,0.0,Nothing,0.0,Nothing,0.0,12,22,1.0
"LEC003-OL, DIS207-OL","31406, 32724","358586_2020FA_1_3_1_19897, 358586_2020FA_1_3_1_21536",2020-12-11 20:39:24 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Traveling Salesman Problem,First Year Writing Seminars,Diet Problem",0.0,I thought that they were pretty well-organized and easy to follow in comparison to the other labs. ,0.0,"",0.0,Seat Packing,0.0,"I was just pretty confused by the images that were shown in the lab. The TA explanation helped some, but it still took a lot of time for me to understand in comparison to the other labs, which usually go pretty smoothly.",0.0,"",0,1 - Strongly Disagree,1.0,1 - Strongly Disagree,1.0,3 - Neutral,0.0,2 - Disagree,0.0,1 - Easy,1.0,5 - Clear,0.0,3 - Neutral,0.0,5 - Strongly Agree,0.0,Jupyter Notebook,0.0,3 - Neutral,0.0,"I liked using them; however, this is mostly due to coming from a CS background. Often, because my fellow classmates didn't have programming experience, it was a little hard to pair up with other people at different skill levels. I think having a solution set for the code, for people to consult if they get really really stuck would be helpful. ",0.0,"",0,3 - Neutral,0.0,3 - Neutral,0.0,3 - Neutral,0.0,3 - Neutral,0.0,4 - Agree,0.0,2 - Disagree,0.0,"I thought that the visualizations in lecture were sufficient for my understanding. It was fun to do it from a coding perspective, though.",0.0,"",0.0,"",0.0,"",0.0,14,20,1.0
"LEC002-PT, DIS202-PT","31405, 26359","358586_2020FA_1_2_1_19896, 7124_2020FA_1_9478",2020-12-11 20:37:25 UTC,1,"",0,5 - Strongly Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Shortest Path,Minimum Spanning Tree,Branch & Bound + Knapsack",0.0,"For the Shortest Path and Minimum Spanning Tree, I enjoyed the use of external software to play around with the algorithms a bit more freely than in Jupyter Notebook (I find it kind of clunky to use in that regard). Jupyter leaves a lot of the processing behind the scenes, where the greater degree of visualization made those labs feel more interactive. As for Branch & Bound/Knapsack, I felt it was one of the smoothest-running notebooks and flowed very well, making the concept easy to follow and understand.",0.0,"In all labs, really, certain instructions or questions were quite hard to figure out not because of difficulty, but more because of clarity. I think some of the questions being a bit more thorough in their wording, as well as clearer demarcation of changes we have to make in actual code (ie, the comments) would make the labs flow a little better.",0.0,"Simplex,LP Formulation",0.0,"Not that I didn't enjoy Simplex of LP Formulations (much the opposite) but I remember missing part of the lab experience in that the graphical models of the LPs simply didn't load on my laptop, meaning I just had to skip interacting with them and assume the results for the questions.",0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2,0.0,5 - Clear,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,Web-based,1.0,4 - Agree,0.0,"Knowing this is a new feature of the course as well as the difficult semester its been, I don't blame the notebooks for any technical difficulties, but they were certainly present in many labs. Besides that, I just wish the instruction wording was more thorough and that we had slightly more guidance in the addition of our own code, not that it was impossible to figure out, but I had to guess at many times if ""that's how Python works"" since I'm more experienced in Java. It'd probably be easier for many people if the code-addition sections were either even more explicit in their instructions, or if we had a little more introduction to Python (which I know isn't the point of the course).",0.0,"",0,4 - Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,2 - Disagree,0.0,4 - Agree,0.0,-,0.0,"It certainly helped clarify just what simplex, branch and bound, etc. were ""doing"" in the modification of the LP. ",0.0,"Gilp certainly gave me trouble for a few weeks before we updated it a couple of times, and I never got to use the visualization portions to their full extent because it wouldn't render for me (MacBook Pro). I think it was useful for explanation, though.",0.0,Just bit more stability/reliability. I think it was useful overall.,0.0,13,21,1.0
"LEC001-PT, DIS203-PT","26350, 26345","358586_2020FA_1_1_1_9476, 7125_2020FA_1_10521",2020-12-11 20:15:08 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Shortest Path,Simplex,Diet Problem",0.0,The diet lab was one of the more interesting applications to real-world problems using ORIE.  The Simplex and shortest path labs allowed me to better visualize the algorithms and strategies we learned in lecture.,0.0,"I do not remember the specifics, but the questions could always be made easier to understand.  For example, there could be less open-ended questions that leaves room for confusion about what constitutes a suitable answer.",0.0,"Baseball Elimination,Transportation,First Year Writing Seminars",0.0,"They're just my least favorite topics, not necessarily a fault of the lab itself.",0.0,"",0,2 - Disagree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,1 - Easy,1.0,4,0.0,3 - Neutral,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,5 - Strongly Agree,0.0,"I had never used Jupyter Notebooks, but it turned out to work pretty well.  Forgetting to import something or execute a block and having to search back through the lab was annoying, but not necessarily a fault of the lab.",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,"For some reason I originally thought that adding additional constraints for branch and bound made us solve an entirely new program, but I saw through gilp that it was just cutting the existing feasible region into different portions.",0.0,"It was one of the more interesting uses of code, as opposed to doing m.solve() and looking at a couple of rows of numbers.",0.0,"Especially for the 3D visuals, they were difficult to read and maneuver. ",0.0,Making it easier to read off corner points and having a zoom slider would be helpful.,0.0,12,22,1.0
"LEC001-PT, DIS203-PT","26350, 26345","358586_2020FA_1_1_1_9476, 7125_2020FA_1_10521",2020-12-11 20:06:21 UTC,1,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,3 - Just Right,0.0,4 - Agree,0.0,"Baseball Elimination,First Year Writing Seminars,Seat Packing",0.0,Greatly increased my understanding.,0.0,More written instructions.,0.0,"Simplex,Branch & Bound + Knapsack,Diet Problem",0.0,Slightly complex. Ideas that weren't introduced fully in the lecture.,0.0,"",0,1 - Strongly Disagree,1.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,1 - Easy,1.0,5 - Clear,0.0,3 - Neutral,0.0,3 - Neutral,0.0,Jupyter Notebook,0.0,4 - Agree,0.0,"I liked Jupyter Notebooks, I thought it was a great way to get hands-on experience",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,My understanding of the way in which the feasible region was split by constraints in branch & bound was strengthened.,0.0,The multidimensional representations of the LP feasible regions.,0.0,I liked the gilp components.,0.0,No improvements.,0.0,13,21,1.0
"DIS203-PT, LEC002-PT","26345, 31405","7125_2020FA_1_10521, 358586_2020FA_1_2_1_19896",2020-12-11 19:44:18 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,5 - Strongly Agree,0.0,3 - Just Right,0.0,3 - Neutral,0.0,"Maximum Flow,Simplex,Diet Problem",0.0,"I understood the content the most and therefore was able to get more out of the lab.

 ",0.0,"I think my only problem was with the coding part of the labs.

 ",0.0,"Traveling Salesman Problem,Seat Packing,Branch & Bound + Knapsack",0.0,"The first lab was just difficult in terms of figuring out how the labs worked.  THe seat packing and branch and bound lab were just a little bit confusing in terms of questions.

 ",0.0,"",0,5 - Strongly Agree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,4 - Agree,0.0,2,0.0,5 - Clear,0.0,5 - Strongly Agree,0.0,4 - Agree,0.0,Web-based,1.0,4 - Agree,0.0,"Jupyter Notebook was able to present all of the material in a very organized manner.  I think that it was due to my lack of programming background that caused me to struggle a bit when completing the code questions in lab.

 ",0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,4 - Agree,0.0,"There were no major misconceptions, but it was nice to see everything visually since I am more of a visual learner.

 ",0.0,"Being able to see everything visually allowed me to better understand the concepts, especially the LP and simplex.

 ",0.0,"The branch and bound section was a bit confusing for me.

 ",0.0,"I think that it is good the way that it is.

 ",0.0,12,22,1.0
"LEC002-PT, DIS203-PT","31405, 26345","358586_2020FA_1_2_1_19896, 7125_2020FA_1_10521",2020-12-11 19:43:53 UTC,1,"",0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,2,0.0,3 - Neutral,0.0,"Traveling Salesman Problem,Shortest Path,Minimum Spanning Tree",0.0,"I liked the packets we had to fill out, and exploring the algorithms through that method. ",0.0,Nothing that I can think of. ,0.0,"Maximum Flow,Baseball Elimination,Transportation",0.0,"I had a hard time with the material and I got confused by the labs rather than having the material reinforced. I wish there had been less coding, and little more of the format of the first three labs. ",0.0,"",0,5 - Strongly Agree,0.0,5 - Strongly Agree,0.0,2 - Disagree,0.0,3 - Neutral,0.0,4,0.0,3,0.0,4 - Agree,0.0,3 - Neutral,0.0,Web-based,1.0,2 - Disagree,0.0,"I had difficulty with Jupyter Notebooks because I had no prior coding experience, so it often made me more confused because I didn't know the format when I was supposed to edit the code. I wish there had more instruction on the format of the coding. ",0.0,"",0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,4 - Agree,0.0,3 - Neutral,0.0,3 - Neutral,0.0,"No, they just helped me understand the solutions better. ",0.0,The ability to be able to go through different iterations and see how the feasible solutions progressed. ,0.0,Nothing really. ,0.0,I thought the section where constraints are placed could be a little more clear in terms of which constraint was which. ,0.0,12,22,1.0
